chenguangcheng	tʃ ʌ n g w a ŋ tʃ ʌ ŋ
liangzhenying	l j a ŋ dʒ ʌ n i ŋ
dengjianguo	d ʌ ŋ dʒ e n g w ʌ
hezuoxiu	h ʌ dʒ w ʌ s j u
wangjunxia	w a ŋ dʒ w i n s j a
liuhongyu	l j u h u ŋ w i
zhumin	dʒ u m i n
hujia	h u dʒ a
yiwu	i u
aiqing	a i tʃ i ŋ
yangbojiang	j a ŋ b o dʒ a ŋ
aiweiwei	a i w e i w e i
zhouhaiying	dʒ ʌ u h a i i ŋ
jiaojianguo	dʒ a o dʒ e n g w ʌ
maweihua	m a w e i h w a
guojingming	ɡ w ʌ dʒ i ŋ m i ŋ
zhuxueqin	dʒ u s w e tʃ i n
xushaoshi	s w i s a o s ɯ
xiexuren	s j e s w i l ʌ n
jiahongsheng	dʒ a h u ŋ s ʌ ŋ
zhangxinsen	dʒ a ŋ s i n s ʌ n
liuxiaobo	l j u s j a o b o
zhangyesui	dʒ a ŋ j e s u i
linina	l i n i n a
pangqing	p a ŋ tʃ i ŋ
tongjian	t u ŋ dʒ e n
zhouyang	dʒ ʌ u j a ŋ
zhanghui	dʒ a ŋ h u i
zhaohongbo	dʒ a o h u ŋ b o
sunlinlin	s u l l i l l i n
shenxue	s ʌ n s w e
wangbeixing	w a ŋ b e i s i ŋ
wangmeng	w a ŋ m ʌ ŋ
wangjiarui	w a ŋ dʒ a l u i
pengliyuan	p ʌ ŋ n i w i a n
xiaoxiangqian	s j a o s j a ŋ tʃ e n
shaoxing	s a o s i ŋ
yuanguiren	w i a n g u i l ʌ n
cuishian	tʃ u i s ɯ a n
likaifu	l i k a i p u
tianyuan	t j e n w i a n
zhuolin	dʒ w ʌ l i n
lüyan	l w i j e n
