bel	Яўген Глебаў	야우헨 흘레바우
bel	Якуб Колас	야쿠프 콜라스
bel	Святлана Багінская	스뱌틀라나 바힌스카야
bel	Мір	미르
bel	Віцебск	비쳅스크
bel	Іпаці Пацей	이파치 파체이
bel	Алаіза Пашкевіч	알라이자 파슈케비치
bel	Гродна	흐로드나
bel	Мікалай Улашчык	미칼라이 울라시크
bel	Францішак Аляхновіч	프란치샤크 알랴흐노비치
bel	Мінск	민스크
bel	Алег Ахрэм	알레크 아흐렘
bel	Нясвіж	냐스비시
bel	Аляксандр Патупа	알략산드르 파투파
bel	Радзівіл	라지빌
bel	Вацлаў Ластоўскі	바츨라우 라스토우스키
bel	Камянец	카먀네츠
bel	Бабруйск	바브루이스크
bel	Магілёў	마힐료우
bel	Мялецій Сматрыцкі	먈레치 스마트리츠키
bel	Кастусь Каліноўскі	카스투스 칼리노우스키
bel	Баранавічы	바라나비치
bel	Міхаіл Савіцкі	미하일 사비츠키
bel	Францыск Скарына	프란치스크 스카리나
bel	Аляксей Абалмасаў	알략세이 아발마사우
bel	Раман Скірмунт	라만 스키르문트
bel	Юлія Несцярэнка	율리야 네스차렌카
bel	Гомель	호멜
bel	Наталля Пяткевіч	나탈랴 퍄트케비치
bel	Максім Багдановіч	막심 바흐다노비치
bel	Ігар Лучанок	이하르 루차노크
bel	Святлана Алексіевіч	스뱌틀라나 알렉시예비치
bel	Віктар Тураў	빅타르 투라우
bel	Ян Станкевіч	얀 스탄케비치
bel	Максім Рамашчанка	막심 라마샨카
bel	Беларусь	벨라루스
bel	Аляксандр Лукашэнка	알략산드르 루카셴카
bel	Брэст	브레스트
bel	Вікторыя Азарэнка	빅토리야 아자렌카
bel	Вадзім Махнеў	바짐 마흐네우
bel	Мураванка	무라반카
bel	Браніслаў Тарашкевіч	브라니슬라우 타라슈케비치
bel	Кацярына Карстэн	카차리나 카르스텐
bel	Фёдар Фёдараў	표다르 표다라우
bel	Францішак Багушэвіч	프란치샤크 바후셰비치
bul	Иван Мърквичка	이반 머르크비치카
bul	Стара Загора	스타라 자고라
bul	София	소피야
bul	Алеко Константинов	알레코 콘스탄티노프
bul	Смолян	스몰랸
bul	Илия Бешков	일리야 베슈코프
bul	Родопи	로도피
bul	Девня	데브냐
bul	Мусала	무살라
bul	Тодор Живков	토도르 지프코프
bul	Григор Димитров	그리고르 디미트로프
bul	Иван Павлов	이반 파블로프
bul	Асен Йорданов	아센 요르다노프
bul	Ренета Инджова	레네타 인조바
bul	Пенчо Славейков	펜초 슬라베이코프
bul	Златоград	즐라토그라드
bul	Петър Берон	페터르 베론
bul	Банско	반스코
bul	Сливен	슬리벤
bul	Крум	크룸
bul	Добрич	도브리치
bul	Йордан Лечков	요르단 레치코프
bul	Мелник	멜니크
bul	Михаил Шишман	미하일 시슈만
bul	Петър Богдан	페터르 보그단
bul	Симеон Велики	시메온 벨리키
bul	Свещари	스베슈타리
bul	Иван Евстратиев Гешов	이반 에프스트라티에프 게쇼프
bul	Гаврил Радомир	가브릴 라도미르
bul	Галина Дурмушлийска	갈리나 두르무슐리스카
bul	Пещера	페슈테라
bul	Григор Пърличев	그리고르 퍼를리체프
bul	Цанко Дюстабанов	찬코 듀스타바노프
bul	Созопол	소조폴
bul	Казанлък	카잔러크
bul	Рила	릴라
bul	Евксиноград	에프크시노그라드
bul	Гена Димитрова	게나 디미트로바
bul	Христо Явашев	흐리스토 야바셰프
bul	Цветан Тодоров	츠베탄 토도로프
bul	Екатерина Дафовска	에카테리나 다포프스카
bul	Весела Лечева	베셀라 레체바
bul	Иван Милев	이반 밀레프
bul	Христо Стоичков	흐리스토 스토이치코프
bul	Александър Райчев	알렉산더르 라이체프
bul	Търговище	터르고비슈테
bul	Бургас	부르가스
bul	Никола Вапцаров	니콜라 밥차로프
bul	Димитър Бербатов	디미터르 베르바토프
bul	Юлия Кръстева	율리야 크러스테바
bul	Ралица	랄리차
bul	Иван Рилски	이반 릴스키
bul	Димитър Механджийски	디미터르 메한지스키
bul	Николай Гяуров	니콜라이 갸우로프
bul	Петрич	페트리치
bul	Паисий Хилендарски	파이시 힐렌다르스키
bul	Варна	바르나
bul	Мария Гроздева	마리야 그로즈데바
bul	Кърджали	커르잘리
bul	Стилиян Петров	스틸리얀 페트로프
bul	Анна-Мария Равнополска-Дийн	안나마리야 라브노폴스카딘
bul	Златьо Бояджиев	즐라툐 보야지에프
bul	Дуранкулак	두란쿨라크
bul	Людмила Дяковска	류드밀라 댜코프스카
bul	Исперих	이스페리흐
bul	Христо Ботев	흐리스토 보테프
bul	Плевен	플레벤
bul	Райна Кабаиванска	라이나 카바이반스카
bul	Стефка Костадинова	스테프카 코스타디노바
bul	Кюстендил	큐스텐딜
bul	Асеновград	아세노브그라드
bul	Григорий Цамблак	그리고리 참블라크
bul	Несебър	네세버르
bul	Матей Казийски	마테이 카지스키
bul	Емил Костадинов	에밀 코스타디노프
bul	Мадара	마다라
bul	Панагюрище	파나규리슈테
bul	Малко Търново	말코 터르노보
bul	Драган Цанков	드라간 찬코프
bul	Пловдив	플로브디프
bul	Пирин	피린
bul	Теодосий Синаитски	테오도시 시나이츠키
bul	Георги Наджаков	게오르기 나자코프
bul	Добърско	도버르스코
bul	Стефан Стамболов	스테판 스탐볼로프
bul	Андрей Луканов	안드레이 루카노프
bul	Константин Тих	콘스탄틴 티흐
bul	Елена Йончева	엘레나 욘체바
bul	Искър	이스커르
bul	Борис Христов	보리스 흐리스토프
cat	Camp Nou	캄 노우
cat	Josep Pla	조제프 플라
cat	Pau Gasol	파우 가졸
cat	Lluís Companys	류이스 콤파니스
cat	Montserrat	몬세라트
cat	Empúries	엠푸리에스
cat	Jacint Verdaguer	자신 베르다게르
cat	Rosselló	로셀료
cat	Andorra	안도라
cat	Salvador Espriu	살바도르 에스프리우
cat	Elx	엘시
cat	Eivissa	에이비사
cat	Ribagorça	리바고르사
cat	llengua	롕과
cat	Albert Costa	알베르트 코스타
cat	Pallars	팔랴르스
cat	Jordi Tarrés	조르디 타레스
cat	modernisme	모데르니즈메
cat	Espanyol	에스파뇰
cat	Cerdanya	세르다냐
cat	Cesc Fàbregas	세스크 파브레가스
cat	Arantxa	아란차
cat	Carles Puyol	카를레스 푸욜
cat	Manresa	만레자
cat	Pallars Jussà	팔랴르스 주사
cat	Girona	지로나
cat	Ramon Llull	라몬 률
cat	Francesc Macià i Llussà	프란세스크 마시아 이 류사
cat	Lleida	례이다
cat	Barça	바르사
cat	Montjuïc	몬주이크
cat	Palma	팔마
cat	Joaquim Sorolla	조아킴 소롤랴
cat	Sagrada Família	사그라다 파밀리아
cat	Ausiàs March	아우지아스 마르크
cat	Pau Casals	파우 카잘스
cat	Antoni Gaudí	안토니 가우디
cat	Jaume Bartumeu	자우메 바르투메우
cat	Sergi Bruguera	세르지 브루게라
cat	Tarragona	타라고나
cat	Salvador Dalí	살바도르 달리
cat	Alacant	알라칸
cat	Berga	베르가
cat	Canigó	카니고
cat	Josep Guardiola	조제프 과르디올라
cat	Josep Carner	조제프 카르네르
cat	Antoni Tàpies	안토니 타피에스
cat	Gerard Piqué	제라르트 피케
cat	Figueres	피게레스
cat	Barcelona	바르셀로나
cat	Jordi Savall	조르디 사발
cat	Conflent	콘플렌
cat	Urgell	우르젤
cat	València	발렌시아
cat	Besalú	베잘루
cat	Joanot Martorell	조아노트 마르토렐
cat	Santiago Calatrava	산티아고 칼라트라바
cat	Valentí Almirall	발렌티 알미랄
cat	Catalunya	카탈루냐
cat	Joan Maragall	조안 마라갈
cat	Xavi Hernández	샤비 에르난데스
cat	Joan Miró	조안 미로
cat	Eudald Pradell	에우달 프라델
cat	Renaixença	레나셴사
cat	Josep Tarradellas	조제프 타라델랴스
cat	Joan Capdevila	조안 캅데빌라
cat	Pallars Sobirà	팔랴르스 소비라
cat	estel·lar	에스텔라르
cat	Andorra la Vella	안도라 라 벨랴
cat	Àlex Corretja	알렉스 코레자
cat	Osona	오조나
cat	Joan Manuel Serrat	조안 마누엘 세라트
cat	Montserrat Caballé	몬세라트 카발례
cat	Mercè Rodoreda	메르세 로도레다
ces	kachna	카흐나
ces	kulečnik	쿨레치니크
ces	šaty	샤티
ces	dech	데흐
ces	hořký	호르슈키
ces	zámek	자메크
ces	nemocnice	네모츠니체
ces	ledvina	레드비나
ces	quasi	크바시
ces	nemoc	네모츠
ces	matka	마트카
ces	chlapec	흘라페츠
ces	šest	셰스트
ces	mrak	므라크
ces	nikdy	니크디
ces	pozdní	포즈드니
ces	úrok	우로크
ces	kouř	코우르시
ces	koroptev	코롭테프
ces	oběť	오베티
ces	jaro	야로
ces	loďka	로티카
ces	humr	후므르
ces	bolest	볼레스트
ces	hmyz	흐미스
ces	barva	바르바
ces	pokoj	포코이
ces	míč	미치
ces	léto	레토
ces	jazýk	야지크
ces	hadr	하드르
ces	balík	발리크
ces	námořník	나모르주니크
ces	kov	코프
ces	tělo	텔로
ces	věk	베크
ces	žvěřina	주베르지나
ces	mozek	모제크
ces	Brož	브로시
ces	hruď	흐루티
ces	xerox	제록스
ces	prach	프라흐
ces	choditi	호디티
ces	postel	포스텔
ces	harmonika	하르모니카
ces	nos	노스
ces	dobrý	도브리
ces	padák	파다크
ces	šplhati	슈플하티
ces	máslo	마슬로
ces	kino	키노
ces	čapek	차페크
ces	saxofón	삭소폰
ces	bez	베스
ces	Praha	프라하
ces	buben	부벤
ces	nervózni	네르보즈니
ces	míra	미라
ces	podzim	포드짐
ces	řeka	르제카
ces	šternberk	슈테른베르크
ces	ďábel	댜벨
ces	gramofon	그라모폰
ces	knoflík	크노플리크
ces	myš	미시
ces	kolo	콜로
ces	sáňky	산키
ces	štěstí	슈테스티
ces	bůh	부흐
ces	ruka	루카
ces	strop	스트로프
ces	puška	푸슈카
ces	vysoký	비소키
ces	divadlo	디바들로
ces	knihovna	크니호브나
ces	fík	피크
ces	obchod	옵호트
ces	tam	탐
ces	Plzeň	플젠
ces	led	레트
ces	líný	리니
ces	jeřab	예르자프
ces	most	모스트
ces	lev	레프
ces	mír	미르
ces	žižka	지슈카
ces	obec	오베츠
ces	komár	코마르
ces	cigareta	치가레타
ces	němý	네미
ces	dům	둠
ces	odpadky	오트파트키
ces	noha	노하
ces	koš	코시
ces	podmínka	포드민카
ces	sedlo	세들로
chi	毛澤東	마오쩌둥
chi	成龍	청룽
chi	范冰冰	판빙빙
chi	习近平	시진핑
chi	李彦宏	리옌훙
chi	孙杨	쑨양
chi	周杰伦	저우제룬
chi	章子怡	장쯔이
chi	邓小平	덩샤오핑
chi	胡锦涛	후진타오
chi	刘德华	류더화
chi	张国荣	장궈룽
chi	梁朝伟	량차오웨이
chi	周星馳	저우싱츠
chi	周润发	저우룬파
chi	王祖賢	왕쭈셴
chi	蒋琼耳	장충얼
chi	靑島	칭다오
chi	北京	베이징
chi	杭州	항저우
chi	上海	상하이
chi	延邊	옌볜
chi	大連	다롄
chi	滿州	만저우
chi	廣州	광저우
chi	重慶	중칭
chi	廣東	광둥
chi	深圳	선전
chi	吉林	지린
chi	天津	톈진
chi	臺南	타이난
chi	四川	쓰촨
chi	南京	난징
chi	萬里長城	완리장청
chi	抚顺	푸순
chi	辽宁	랴오닝
chi	郭廣昌	궈광창
chi	劉鶴	류허
chi	屠呦呦	투유유
chi	許家印	쉬자인
chi	王健林	왕젠린
chi	廬志强	루즈창
chi	馬化騰	마화텅
chi	努爾白克力	누얼바이커리
chi	金立群	진리췬
chi	曹國偉	차오궈웨이
chi	李河君	리허쥔
chi	游客	유커
chi	雷軍	레이쥔
chi	李保樟	리바오장
chi	古天樂	구톈러
chi	鄧森悅	덩썬웨
chi	馮珊珊	펑산산
chi	馬雲	마윈
chi	郭聲琨	궈성쿤
chi	芈昱廷	미위팅
chi	梁樂民	량러민
chi	谷開來	구카이라이
chi	易小準	이샤오준
chi	胡舒立	후수리
chi	丁薛祥	딩쉐샹
chi	蔡名照	차이밍자오
chi	博鰲	보아오
chi	趙無極	자오우지
chi	崔天凱	추이톈카이
chi	汪洋	왕양
chi	樓繼偉	러우지웨이
chi	常萬全	창완취안
chi	高虎城	가오후청
chi	楊燕勇	양옌융
chi	羅夏	뤄샤
chi	陸振洪	루전훙
chi	劉宇	류위
chi	儲夫佳	추푸자
chi	崔暁	추이샤오
chi	安旭	안쉬
chi	李帥	리솨이
chi	呂建剛	뤼젠강
chi	劉延東	류옌둥
chi	胡春華	후춘화
chi	孫政才	쑨정차이
chi	華春瑩	화춘잉
chi	趙樂際	자오러지
chi	孟建柱	멍젠주
chi	李源潮	리위안차오
chi	孫春蘭	쑨춘란
chi	李雲迪	리윈디
chi	郞朗	랑랑
chi	韓素音	한쑤인
chi	張高麗	장가오리
chi	房峰輝	팡펑후이
chi	張又俠	장유샤
chi	張陽	장양
chi	趙克石	자오커스
chi	馬曉天	마샤오톈
chi	王澍	왕수
chi	莫言	모옌
chi	胡績偉	후지웨이
chi	茅于軾	마오위스
chi	陳光誠	천광청
chi	梁振英	량전잉
chi	鄧建國	덩젠궈
chi	何祚庥	허쭤슈
chi	王軍霞	왕쥔샤
chi	劉宏宇	류훙위
chi	朱民	주민
chi	胡佳	후자
chi	義烏	이우
chi	艾青	아이칭
chi	楊伯江	양보장
chi	艾未未	아이웨이웨이
chi	周海嬰	저우하이잉
chi	焦建國	자오젠궈
chi	馬蔚華	마웨이화
chi	郭敬明	궈징밍
chi	朱學勤	주쉐친
chi	徐紹史	쉬사오스
chi	謝旭人	셰쉬런
chi	賈宏聲	자훙성
chi	張鑫森	장신썬
chi	李彦宏	리옌훙
chi	劉曉波	류샤오보
chi	張業遂	장예쑤이
chi	李妮娜	리니나
chi	龐清	팡칭
chi	佟健	퉁젠
chi	周洋	저우양
chi	張會	장후이
chi	趙宏博	자오훙보
chi	孫琳琳	쑨린린
chi	申雪	선쉐
chi	王北星	왕베이싱
chi	王濛	왕멍
chi	王家瑞	왕자루이
chi	彭麗媛	펑리위안
chi	肖向前	샤오샹첸
chi	紹興	사오싱
chi	袁貴仁	위안구이런
chi	崔世安	추이스안
chi	李開復	리카이푸
chi	田原	톈위안
chi	卓琳	줘린
chi	吕燕	뤼옌
cym	Llywelyn	흘러웰린
cym	Llangollen	흘란고흘렌
cym	Gwilym	귈림
cym	Calennig	칼레니그
cym	Gwynedd	귀네드
cym	fy ngwely	벙 웰리
cym	Brynmawr	브런마우르
cym	Aberystwyth	아베러스투이스
cym	Cerys	케리스
cym	cnapan	크나판
cym	Llanelli	흘라네흘리
cym	Ifans	이반스
cym	Huw	히우
cym	cwm	쿰
cym	Emrys	엠리스
cym	Ciaran	키아란
cym	Cymru	컴리
cym	Tawe	타웨
cym	Iwan	이완
cym	Caernarfon	카이르나르본
cym	Meredith	메레디스
cym	Ceredigion	케레디기온
cym	Ieuan	예이안
cym	Dafydd	다비드
cym	Ystradgynlais	어스트라드건라이스
cym	Rhys	흐리스
cym	Hywel	허웰
cym	Powys	포위스
cym	Glyndŵr	글런두르
cym	Banc Ty'nddôl	방크 턴돌
cym	Cymraeg	컴라이그
cym	Myfanwy	머바누이
cym	Llinor	흘리노르
cym	fy nhadau	번 하다이
deu	Königen	쾨니겐
deu	einer	아이너
deu	Habsburg	합스부르크
deu	Fräulein	프로일라인
deu	Daniel	다니엘
deu	einen	아이넨
deu	für	퓌어
deu	Vater	파터
deu	Freiherr	프라이헤어
deu	Europa	오이로파
deu	Schiller	실러
deu	Tübingen	튀빙겐
deu	Hormon	호르몬
deu	Niclas	니클라스
deu	Helmut	헬무트
deu	Hamburg	함부르크
deu	Herr	헤어
deu	Bayern	바이에른
deu	Hermes	헤르메스
deu	Alexander	알렉산더
deu	Henrietta	헨리에타
deu	Buch	부흐
deu	Christine	크리스티네
deu	schön	쇤
deu	Schule	슐레
deu	Spengler	슈펭글러
deu	Reval	레발
deu	Schüler	쉴러
deu	Stadt	슈타트
deu	Rostock	로스토크
deu	schon	숀
deu	Fischer	피셔
deu	läuten	로이텐
deu	der	데어
deu	Herbst	헤르프스트
deu	Tür	튀어
deu	Berggarten	베르크가르텐
deu	Matthäus	마테우스
deu	Guggenheim	구겐하임
deu	Ohr	오어
deu	ein	아인
deu	Heidegger	하이데거
deu	Kellner	켈너
deu	Richard	리하르트
deu	Beelitz	벨리츠
deu	Frank	프랑크
deu	Wilhelm	빌헬름
deu	Grotesk	그로테스크
deu	Heidelberg	하이델베르크
deu	Karlsruhe	카를스루에
deu	ich	이히
deu	Schelle	셸레
deu	Freundin	프로인딘
deu	Augsburg	아우크스부르크
deu	Samuel	자무엘
deu	norddeutsch	노르트도이치
deu	Feuer	포이어
deu	Amadeus	아마데우스
deu	Meyer	마이어
deu	Michael	미하엘
deu	Steffen	슈테펜
deu	Köln	쾰른
deu	Schatz	샤츠
deu	Emmy	에미
deu	Kupfer	쿠퍼
deu	Sachsen	작센
deu	Mischling	미슐링
deu	Mensch	멘슈
deu	bist	비스트
deu	ist	이스트
deu	Rasur	라주어
deu	Max	막스
deu	Fuggerei	푸게라이
deu	Hefeweizen	헤페바이첸
deu	Friedrich Wilhelm Nietzsche	프리드리히 빌헬름 니체
ell	προϋπολογίζω	프로이폴로이조
ell	Καλαμάτα	칼라마타
ell	χθες	흐테스
ell	Πέμπτη	펨티
ell	ιστορία	이스토리아
ell	Ξανά	크사나
ell	Γκέκας	게카스
ell	Καραμανλής	카라만리스
ell	Ετεοκλή	에테오클리
ell	βοήθειες	보이티에스
ell	Μιχάλης	미할리스
ell	Θάνου	타누
ell	χαρακτήρα	하락티라
ell	Φιλιππούπολη	필리푸폴리
ell	βορράς	보라스
ell	Χαϊδάρι	하이다리
ell	Συμεών	시메온
ell	Αιγαίο	에예오
ell	Πελασγός	펠라스고스
ell	Διομήδης	디오미디스
ell	Διόνυσος	디오니소스
ell	Λάρισα	라리사
ell	Θεοδωράκης	테오도라키스
ell	Ιωάννινα	이오아니나
ell	χαίρετε	헤레테
ell	Θεόδωρος	테오도로스
ell	Σμύρνη	스미르니
ell	Κάυστρος	카이스트로스
ell	Ξάνθη	크산티
ell	Ολυμπιακός	올림비아코스
ell	Ζεύγμα	제브그마
ell	κόμμα	코마
ell	έβδομη	에브도미
ell	Άγιος Δημήτριος	아요스 디미트리오스
ell	Ψέριμος	프세리모스
ell	Τάσσος	타소스
ell	Κατερίνη	카테리니
ell	Καζαντζάκης	카잔자키스
ell	Νάξος	낙소스
ell	Χρύσης	흐리시스
ell	Νικολάου	니콜라우
ell	Αιολίδα	에올리다
ell	Γρηγόριος	그리고리오스
ell	Παλαιό Ψυχικό	팔레오 프시히코
ell	Μύκονος	미코노스
ell	Άνθιμος	안티모스
ell	Κεφαλλονιά	케팔로니아
ell	Προκόπιος	프로코피오스
ell	Γιωργία	요르이아
ell	άτεκνη	아테크니
ell	λιοντάρι	리온다리
ell	Βέροια	베리아
ell	Αγρίνιο	아그리니오
ell	Ίλιον	일리온
ell	Χοϊδάς	호이다스
ell	Πάρις	파리스
ell	Παπανδρέου	파판드레우
ell	έξυπνη	엑시프니
ell	Νέα Ιωνία	네아 이오니아
ell	τζατζίκι	자지키
ell	ευφράδεια	에프라디아
ell	Αναστάσιος	아나스타시오스
ell	Θράκη	트라키
ell	Μάρκος	마르코스
ell	δυϊκός	디이코스
ell	Ματθίας	마티아스
ell	Έσδρας	에스드라스
ell	σκέπτομαι	스켑토메
ell	Άλιμος	알리모스
ell	Ρόδος	로도스
ell	καυτός	카프토스
ell	Σάββας	사바스
ell	Αθήνα	아티나
ell	Βόλος	볼로스
ell	Περιστέρι	페리스테리
ell	Εύοσμος	에보스모스
ell	Ήπειρος	이피로스
ell	Πλάτων	플라톤
ell	μεζές	메제스
ell	Μάνδρα	만드라
ell	Ανταρκτική	안다르크티키
ell	καλά	칼라
ell	Κομοτηνή	코모티니
ell	εκπρόσωπος	엑프로소포스
ell	Βάρη	바리
ell	μπρούντζος	브룬조스
ell	Φυλλίς	필리스
ell	ηθοποιός	이토피오스
ell	Κλυταιμνήστρα	클리템니스트라
ell	είσαι	이세
ell	Άννα	아나
ell	Σπάρτη	스파르티
ell	Σημίτης	시미티스
ell	Τραϊανός	트라이아노스
ell	ευχή	에프히
ell	μονοθεϊστική	모노테이스티키
ell	Παλαιό Φάληρο	팔레오 팔리로
ell	Αττική	아티키
ell	ατμοσφαίρας	아트모스페라스
ell	εκπνέω	엑프네오
ell	Μάρθα	마르타
ell	Νέα Φιλαδέλφεια	네아 필라델피아
ell	Αγιά Σοφιά	아야 소피아
ell	έλεγχος	엘렝호스
ell	σάλπιγξ	살핑크스
ell	γεννώ	예노
ell	Κωκυτός	코키토스
ell	Ωνάσης	오나시스
ell	Σεπφώρα	세포라
ell	ναυάγησε	나바이세
ell	Ζολώτας	졸로타스
ell	Μαρία	마리아
ell	Κηφισιά	키피시아
ell	δημοκρατία	디모크라티아
ell	Ηράκλειο	이라클리오
ell	Πειραιάς	피레아스
ell	Ιάσονας	이아소나스
ell	Υάκινθος	이아킨토스
ell	Ζαγοράκης	자고라키스
ell	Βύρωνας	비로나스
ell	Ισμήνη	이스미니
ell	αύριο	아브리오
ell	Μαΐου	마이우
ell	υγειά	이야
ell	Ηλέκτρα	일렉트라
ell	τέσσερα	테세라
ell	Ευγενία	에브예니아
ell	βιβλίο	비블리오
ell	διάλεκτος	디알렉토스
ell	Κύπρος	키프로스
ell	Δημολέων	디몰레온
ell	Ιφιγένεια	이피예니아
ell	Ματθαίος	마테오스
ell	Καλλιόπη	칼리오피
ell	Χαλκίδα	할키다
ell	Ηλιούπολη	일리우폴리
ell	Νικόλαος	니콜라오스
ell	Νικάνωρ	니카노르
ell	Δημήτρης	디미트리스
ell	Ζαχαρίας	자하리아스
ell	υπήρξεν	이피르크센
ell	ηυξημένου	이프크시메누
ell	Κυργιάκος	키르야코스
ell	Καθαρεύουσα	카타레부사
ell	εκθαμνίσητε	엑탐니시테
ell	Πόλυβος	폴리보스
ell	Γεωργία	예오르이아
ell	Εύξεινος	에프크시노스
ell	Πετρούπολη	페트루폴리
ell	Ευαγγέλιον	에방겔리온
ell	Μιλτιάδης	밀티아디스
ell	Σωκράτης	소크라티스
ell	Λυκαβηττός	리카비토스
ell	προστατεύω	프로스타테보
ell	Μενέλαος	메넬라오스
ell	Παγγαία	팡게아
ell	μαγειρειό	마이리오
ell	Πελοπόννησος	펠로포니소스
ell	Φίλιππος	필리포스
ell	Νίκανδρος	니칸드로스
ell	στρατηγός	스트라티고스
ell	Μίκης	미키스
ell	Μακεδονία	마케도니아
ell	Κάλυμνος	칼림노스
ell	Χάλκη	할키
ell	Πισσαρίδης	피사리디스
ell	συμφωνώ	심포노
ell	Σεφέρης	세페리스
ell	Κλεοπάτρα	클레오파트라
ell	Χίος	히오스
ell	γυαλί	얄리
ell	Καβάφη	카바피
ell	Αχαρνές	아하르네스
ell	Δημήτηρ	디미티르
ell	φτάνω	프타노
ell	Βουλιαγμένη	불리아그메니
ell	Βάρκιζα	바르키자
ell	Νίκαια	니케아
ell	Άγια Βαρβάρα	아야 바르바라
ell	Κεϋλάνη	케일라니
ell	Σάββατο	사바토
ell	Όλυμπος	올림보스
ell	Παναγιώτης	파나요티스
ell	Μεσογείων	메소이온
ell	υιός	이오스
ell	γυναίκα	이네카
ell	πέντε	펜데
ell	Νέα Σμύρνη	네아 스미르니
ell	Χανιά	하니아
ell	Δυρράχιο	디라히오
ell	Πιερής	피에리스
ell	Κέρκυρα	케르키라
ell	Σάρα	사라
ell	Γρηγόρης	그리고리스
ell	Αγαμέμνων	아가멤논
ell	ηλεκτρονικά	일렉트로니카
ell	Δαίδαλος	데달로스
ell	Ελένη	엘레니
ell	Ευρώπη	에브로피
ell	Πολυνείκης	폴리니키스
ell	Τρίκαλα	트리칼라
ell	Αθανάσιος	아타나시오스
ell	Καλλιρρόη	칼리로이
ell	κόσμος	코스모스
ell	Μετέωρα	메테오라
ell	Καβάλα	카발라
ell	Αμπελόκηποι Θεσσαλονίκης	암벨로키피 테살로니키스
ell	Ελεύθερος	엘레프테로스
ell	Αρκτικός	아르크티코스
ell	Δανιηλίδου	다니일리두
ell	Ευκλείδης	에프클리디스
ell	Κρινώ	크리노
ell	γκρίζος	그리조스
ell	βίντσι	빈치
ell	Ευλαλία	에블랄리아
ell	Γεώργιος	예오르요스
ell	παπούτσια	파푸치아
ell	αυτός	아프토스
